,tweet,label
1,sekarang mata uang ribu baru yang dikritik good night,1
2,uang pecahan rupiah ribu diproduksi terbatas untuk memperingati hari kemerdekaan indonesia uang ini langsung ramai dicari kenapa ya ini penjelasan psikolog,0
7,menpora turut menyaksikan peluncuran uang pecahan rupiah ribu sebagai peringatan kemerdekaan ke ri,0
8,apakah uang ribu ini bisa digunakan untuk transaksi jual beli,0
13,uang rupiah ribu diburu antrean di bi malang full sampai bulan depan via radar malang online,0
21,tudingan miring di uang rupiah ribu gubernur kaltara menyedihkan,1
22,ada yang nawari saya uang baru rupiah ribu dgn harga rupiah juta langsung saya jawab kamu gila uang itu alat tukar sesuai nominalnya bukan souvenir atau barang seni yang dipajang memangnya pemerintah cetak uang untuk cari dana kayak cetak lukisan lha kok saya dituduh kuper,1
24,yang uang ribu ituuuyang limited edition dr bi ituuu,1
28,terus masalah nya apa situ sama saya si ayahnya aja enggak merasa keberetan atau terlalu di pikirkan dalam pecahan uang kertas ribu kalo saya bilang enggak level sama cina terus kenapa,1
29,dicetak juta lembaruang baru rupiah ternyata hanya untuk koleksi bukan untuk transaksi modal kertascetak trus di jual ke rakyat seharga rupiah ribulembarsudah berapa uang rakyat yang di ambil ma rezim ini ini sama halnya,1
33,adat tidung di uang rupiah ribu gubernur kritik tuduhan kotor salah cetak saya dukung pak gubernur perkarakan penuduh tsb biar jera,1
34,video antusiasme warga aceh berburu uang khusus rupiah ribu untuk koleksi,1
35,uang ribu yang diburu kolektor hingga hoaks baju china,1
36,ternyata anak chinna yang ada digambar uang ribu rupiah,1
48,sosok anak kecil yang ada dipecahan uang rupiah ribu yang mengenakan pakaian adat menjadi kontrovesi,0
50,tips simpan uang baru rupiah ribu di rumah agar rapi dan awet,0
59,begini antusias warga tukar uang pecahan baru rupiah ribu untuk koleksi,0
60,selamat utk adik yang wajahnya berada di uang ribu rupiah edisi khusus muhammad izzam athaya siswa sd kota tarakan ananda saubaki siswi sdn naikoten kota kupang aditya perpatih siswa sdn kota selatan kota gorontalo pictwittercomacfvqvch,0
63,masyarakat antusias dapatkan uang edisi khusus rupiah ribu,0
64,ternyata ada jenis pakaian adat di mata uang rupiah ribu sudah punya pictwittercomdcfjfstzv,0
65,warga gorontalo antusias ingin memiliki uang peringatan kemerdekaan upk rupiah ribu,0
69,cerita pemotretan rahasia anak gorontalo untuk uang rupiah ribu,0
70,hujan uang pecahan ribu,0
72,jadi buruan kolektor ini keistimewaan uang baru rupiah ribu,0
82,beli uang pecahan ribu ustadz ammi nur baits,0
84,sosok bocah yang terpampang di uang rupiah ribu pakai baju adat tidung bukan pakaian china,0
86,ada orang beli sembako habis pake uang baru ribu otak yang mau kasih kembalian pictwittercomltmsbmc,0
88,viral dikira tampilkan baju adat china pada uang ternyata pakaian adat dari kaltara,0
