,tweet,label
1,"Sekarang Mata Uang 75 Ribu (baru) yang dikritik, good night!",1
2,Uang pecahan Rp 75 ribu diproduksi terbatas untuk memperingati hari kemerdekaan Indonesia. Uang ini langsung ramai dicari. Kenapa ya? Ini penjelasan psikolog.  https://health.detik.com/berita-detikhealth/d-5140541/kenapa-uang-rp-75-ribu-ramai-dicari-psikolog-jelaskan-daya-tariknya?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikhealth&utm_source=Twitter#Echobox=1597914107Â â¦,0
7,Menpora turut menyaksikan peluncuran uang pecahan Rp75 ribu sebagai peringatan kemerdekaan ke-75 RI. #Kemenpora https://m.jpnn.com/news/menpora-ikut-saksikan-peluncuran-uang-pecahan-rp75-ribuÂ â¦,0
8,apakah uang 75 ribu ini bisa digunakan untuk transaksi jual beli  https://twitter.com/bank_indonesia/status/1296062097315336192Â â¦,0
13,"Uang Rp 75 Ribu Diburu, Antrean di BI Malang Full Sampai Bulan Depan  https://radarmalang.jawapos.com/ekonomi-bisnis/20/08/2020/uang-rp-75-ribu-diburu-antrean-di-bi-malang-full-sampai-bulan-depan/Â â¦ via @Radar Malang Online",0
21,"Tudingan Miring di Uang Rp 75 Ribu, Gubernur Kaltara: Menyedihkan!  https://20.detik.com/detikflash/20200820-200820086/tudingan-miring-di-uang-rp-75-ribu-gubernur-kaltara-menyedihkan?utm_source=twitter&utm_medium=oa&utm_content=20detik&utm_campaign=cmssocmedÂ â¦",1
22,"Ada yg nawari saya uang baru Rp 75 ribu dgn harga Rp 1 juta. Langsung saya jawab: ""Kamu gila, uang itu alat tukar sesuai nominalnya. Bukan souvenir atau barang seni yg dipajang. Memangnya pemerintah cetak uang untuk cari dana kayak cetak lukisan?""
**lha kok saya dituduh kuper?",1
24,Yg uang 75 ribu ituuu...yg limited edition dr bi ituuu,1
28,"Terus masalah nya apa situ sama saya? Si ayahnya aja gk merasa keberetan atau terlalu di pikirkan dalam pecahan uang kertas 75 ribu, kalo saya bilang gk level sama cina terus kenapa?",1
29,"Dicetak 75 Juta Lembar,Uang Baru Rp 75.000 Ternyata Hanya Untuk Koleksi Bukan Untuk Transaksið¤

Modal Kertas+Cetak trus di jual ke rakyat seharga Rp 75 Ribu/Lembar,sudah berapa uang rakyat yg di ambil ma rezim ini?
Ini sama halnya ð #JokowiNyusahinRakyat https://www.swarakyat.com/2020/08/dicetak-75-juta-lembar-uang-baru.htmlÂ â¦",1
33,"Adat Tidung di Uang Rp 75 Ribu, Gubernur Kritik Tuduhan Kotor Salah Cetak  http://detik.id/6XdjBTÂ  Saya dukung pak Gubernur perkarakan penuduh2 tsb biar jera",1
34,Video: Antusiasme Warga Aceh Berburu Uang Khusus Rp 75 Ribu untuk Koleksi. #acehkini  https://kumparan.com/acehkini/video-antusiasme-warga-aceh-berburu-uang-khusus-rp-75-ribu-untuk-koleksi-1u2SLKEcXNA?utm_source=kumDesktop&utm_medium=twitter&utm_campaign=share&shareID=lIkxQ9yzRVljÂ â¦,1
35,Uang 75 Ribu yang Diburu Kolektor hingga Hoaks Baju China  https://cnnindonesia.com/ekonomi/20200820153030-78-537673/uang-75-ribu-yang-diburu-kolektor-hingga-hoaks-baju-china?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â¦,1
36,"Ternyata anak chinna yang ada digambar uang 75 ribu rupiah
 https://youtu.be/GgQXyKbRLpsÂ ",1
48,Sosok anak kecil yang ada dipecahan uang Rp 75 ribu yang mengenakan pakaian adat menjadi kontrovesi.  #Bajuadattidung https://www.genpi.co/berita/59554/terungkap-sosok-bocah-pakai-baju-adat-tidung-di-uang-rp-75-ribuÂ â¦,0
50,Tips Simpan Uang Baru Rp 75 Ribu di Rumah Agar Rapi dan Awet  https://www.suara.com/news/2020/08/20/135357/tips-simpan-uang-baru-rp-75-ribu-di-rumah-agar-rapi-dan-awet?utm_source=twitter.dlvrit&utm_medium=twitter&utm_campaign=suaradotcomÂ â¦ #DariSuara,0
59,Begini Antusias Warga Tukar Uang Pecahan Baru Rp 75 Ribu untuk Koleksi  https://video.tempo.co/read/21262/begini-antusias-warga-tukar-uang-pecahan-baru-rp-75-ribu-untuk-koleksi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â¦,0
60,"Selamat utk adik2 yg wajahnya berada di uang 75 ribu rupiah edisi khusus:
Muhammad Izzam Athaya (siswa SD 041 kota Tarakan), Ananda Saubaki (siswi SDN Naikoten 1 kota Kupang), Aditya Perpatih (siswa SDN 27 kota Selatan kota Gorontalo)  pic.twitter.com/a0cFvqV4Ch",0
63,Masyarakat antusias dapatkan uang edisi khusus Rp 75 ribu  http://dlvr.it/RdzZqJÂ ,0
64,Ternyata ada 9 jenis pakaian adat di mata uang Rp 75 ribu. Sudah punya?  pic.twitter.com/dCFJfstzv4,0
65,Warga Gorontalo antusias ingin memiliki Uang Peringatan Kemerdekaan (UPK) Rp 75 Ribu.  https://finance.detik.com/moneter/d-5139528/warga-serbu-penukaran-uang-rp-75-ribu-daftar-antrean-penuh?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikfinance&utm_source=Twitter#Echobox=1597887027Â â¦,0
69,Cerita Pemotretan Rahasia Anak Gorontalo Untuk Uang Rp 75 Ribu  https://20.detik.com/detikflash/20200820-200820017/cerita-pemotretan-rahasia-anak-gorontalo-untuk-uang-rp-75-ribu?utm_source=twitter&utm_medium=oa&utm_content=20detik&utm_campaign=cmssocmedÂ â¦,0
70,hujan uang pecahan 75 ribu,0
72,"Jadi Buruan Kolektor, Ini Keistimewaan Uang Baru Rp 75 Ribu  https://batamtoday.com/home/read/152139/Jadi-Buruan-Kolektor-Ini-Keistimewaan-Uang-Baru-Rp-75-RibuÂ â¦",0
82,BELI UANG PECAHAN 75 RIBU - Ustadz Ammi Nur Baits #HijrahInstitute #ayohijrah #pemudahijrah https://www.youtube.com/watch?v=EP9xKHYs7c8Â â¦,0
84,"Sosok Bocah yang Terpampang di Uang Rp 75 Ribu Pakai Baju Adat Tidung, Bukan Pakaian China  https://bogor.tribunnews.com/2020/08/20/sosok-bocah-yang-terpampang-di-uang-rp-75-ribu-pakai-baju-adat-tidung-bukan-pakaian-chinaÂ â¦",0
86,"Ada orang beli sembako habis 33.500 pake uang baru 75 ribu

Otak yg mau kasih kembalian :  pic.twitter.com/Ltm25sBm3C",0
88,"Viral.! Dikira Tampilkan Baju Adat China pada Uang 75000, Ternyata Pakaian Adat dari Kaltara #bankindonesia #Uang75ribu
 https://jarijambi.com/disebut-tampilkan-baju-adat-china-pada-uang-75000-faktanya-dari-kaltara/Â â¦",0
94,"Maaf, saya gak tertarik selembar uang dihargai 75 ribu... Kalo BI bikinnya cuma 75 lembar, mungkin kita akan tertarik, karna pastinya punya nilai yg tinggi. Tapi kalo bikinnya 75 juta lembar, nilainya makin rendah. Biasanya setiap barang yg dibuat sedikit,maka mahal dan bernilai",1
97,"Perkenalkan nama saya  ""Muhammad Izzam Athaya"" 
Asli suku kidung Kalimantan Utara

Saya di katain china.......
#uang75ribu #HUTRI75 #SukuTidung #Kalimantantengah pic.twitter.com/3zRKipJB7E",0
98,Dukun Ini Dapat Amplop 75Ribu Uang Viral Dari Ojol #uang75ribu #uangviral75ribu #75 Tayang 200820 Pkl.20.00 di #AfandiChannel pic.twitter.com/LWzD6D0Eli,0
101,"Lama2 Indonesia jadi Amerika, bulying akan ada. Bawa2 agama, etnis, budaya, suku, ras, warna kulit, dll. Masa liat matanya sipit trus liat bajunya motif china dibilang ""China""? Gak lulus SD kali, budaya kurg tau. Bisanya kompor doang. #Zara #Uang75Ribu",1
102,Eh emg itu bener uang pecahan 75 ribu rupiah nggk bisa dibuat transaksi?,1
103,BI Jatim Beri Risma Uang Baru Pecahan Rp 75 Ribu - Republika Online  http://dlvr.it/RdyCdYÂ ,0
107,"Hanya 3.6 Juta lembar uang pecahan Rp75 ribu diedarkan di Sumut

Hari Pertama Penukaran, 133 Orang Dapat Uang Baru Rp 75 Ribu di Sumatera Utara

BI menyediakan kuota pendaftar sebanyak 150 dalam satu hari.

Kepalaâ¦  https://www.instagram.com/p/CEE64IuDssl/?igshid=1hr5hdy5aog01Â â¦",0
111,papaku yang beneran kolektor duit ga dapet uang 75 ribu uweeeeeee,0
114,FOTO: Uang Pecahan Rp 75 Ribu  https://indozone.id/s/qEsjrnZÂ  pic.twitter.com/Vmb5Hy7vEp,0
115,"Siapa bilang itu uang? Uang itu alat pembayaran. Ini bukan alat pembayaran, hanya dibuat seperti uang kertas, dikasih nilai dan dijual ke masyarakat. Uangnya terkumpul, total 5 Triliun lebih, untuk apa kita gak tau. 75 juta x 75 ribu.",0
122,Fakta Suku Tidung di Uang Pecahan Baru Rp 75 Ribu  https://youtu.be/gjLJoNX2W-QÂ  via @YouTube,0
125,"Astagah...

#Uang75Ribu #75thIndonesia http://kmp.im/AGAV68Â ",1
129,"Nyan ban ka di teubit baje adat tanyoe lam peng 75.000
Dari berbagai pakaian adat yang ada di dalam pecahan uang 75.000 tersebut dapat dilihat kiri paling ujung ada salah satu gambar anak laki laki yang memakai baju adat Aceh dengan penutup kepala kupiah mekeutop

#Uang75Ribu  pic.twitter.com/NSqxKDNSwJ",0
136,"Wali Kota Risma Terima Uang Baru Pecahan Rp 75 Ribu dari BI
 https://www.suarasurabaya.net/kelanakota/2020/wali-kota-risma-terima-uang-baru-pecahan-rp-75-ribu-dari-bi/Â â¦",0
138,#KabarJombang BRI Belum Bisa Pastikan Kapan Uang Baru Rp 75 Ribu Beredar di Jombang  https://kabarjombang.com/bri-belum-bisa-pastikan-kapan-uang-baru-rp-75-ribu-beredar-di-jombang/Â â¦,0
139,"Kamu Mau Dapat Uang Baru Rp 75 Ribu, Cek di Sini! -  http://www.kalderanews.com/2020/08/kamu-mau-dapat-uang-baru-rp-75-ribu-cek-di-sini/Â â¦",0
144,"Aa mendapat kunjungan dari Bapak Erwin Soeriadimadja, Kepala Kantor Perwakilan Bank Indonesia Banten  untuk menerima uang edisi khusus Peringatan Kemerdekaan pecahan 75 ribu rupiah yang baru saja dirilis tanggal 17â¦  https://www.instagram.com/p/CEEj-L5JV6n/?igshid=1ejsbzniuhuapÂ â¦",0
145,"Tadi siang saya berbincang-bincang dengan kawan yang orang Tidung, menanyakan perihal pakaian adat yang tergambar di uang 75 ribu itu. Dia bilang itu salah satu pakaian adat Tidung.  https://twitter.com/mascepp/status/1295706848415191040Â â¦",0
149,Pemesanan Uang Khusus HUT RI Rp 75 Ribu di Sumsel Capai 2.700Â Lembar  https://ur-ban.id/pemesanan-uang-khusus-hut-ri-rp-75-ribu-di-sumsel-capai-2-700-lembar/Â â¦,0
152,"What is new? Uang pecahan Rp 75 ribu dicetak. Lalu org menukar uang lama (selembar 50 ribuan, selembar 20 rb dan selembar 5 rb) dgn selembar 75 rb baru.",0
153,"Uang Rp 75.000 dijual seharga 5juta....ada yang minat?
Monggo ðð¤£
#Uang75Ribu  pic.twitter.com/ICyr4zt3EU",0
154,"Uang pecahan Rp 75 ribu terus dicari banyak orang, Di Solo, Wali Kota Rudy menjadi orang pertama yang menerimanya.

Artikel asli dimuat di mitra Teras, Solotrust  https://www.teras.id/news/pat-67/257958/wali-kota-fx-hadi-rudyatmo-orang-pertama-di-solo-terima-uang-pecahan-rp-75-ribu?utm_source=twitter&utm_medium=heru&utm_campaign=heruÂ â¦",0
155,Mau ngumpulin orang-orang yang ga begitu tertarik nukar uang edisi khusus pecahan 75 ribu dari BI,1
161,"Mantapp ð¥ð¥ð¥
#DirgahayuIndonesia75th
#Uang75Ribu  pic.twitter.com/twa93vPg0v",0
162,Jubir Presiden Ungkap Identitas Bocah Sipit di Uang Baru Rp 75 Ribu - Follow @demokrasicoid https://www.demokrasi.co.id/2020/08/jubir-presiden-ungkap-identitas-bocah.htmlÂ â¦,0
164,"ADITYA Perpatih, 9, adalah sosok anak yang mengenakan pakaian adat Gorontalo, Makuta yang berada dalam gambar Uang Peringatan Kemerdekaan (UPK) Republik Indonesia ke 75 tahun dengan nilai Rp75 ribu.

   https://mediaindonesia.com/read/detail/337877-ini-sosok-anak-gorontalo-dalam-uang-baru-rp75-ribuÂ â¦",0
167,"Itu yang bilang Pakaian Adat China di Uang 75 Ribu
Ketauan bangat dulu Sekolah Pelajaran Seni Dan Budayanya suka bolos",0
168,"Ada cerita menarik tentang pemotretan anak berbaju adat untuk tampil di uang baru Rp 75 ribu. Ternyata, pemotretan itu berlangsung secara rahasia lho! Begini ceritanya: #UangBaru https://news.detik.com/berita/d-5139400/cerita-pemotretan-rahasia-anak-berbaju-adat-di-uang-baru-rp-75000?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1597831733Â â¦",0
169,BI Buka Penukaran Uang Pecahan 75 Ribu Hingga Akhir September  https://www.kissfmjember.com/2020/08/19/bi-buka-penukaran-uang-pecahan-75-ribu-hingga-akhir-september.htmlÂ â¦,0
172,Kayaknya rasanya war ticket itu sama kayak mau pesen uang 75 ribu ya ð,0
174,supah ada uang pecahan 75 ribu edisi hut 75? ya allah baru tau,0
175,"SEPANJANG sejarah republik ini, Bank Indonesia telah mengeluarkan Uang Rupiah Khusus (URK) sebanyak 10 kali untuk beberapa peristiwa sejarah di negeri ini, tiga di antaranya untuk memperingati Hari Kemerdekaan RI. Rp 75 ribu ini uang khusus yang keempat.  https://youtu.be/_z03_f5-d4MÂ ",0
181,"Kamu Mau Dapat Uang Baru Rp 75 Ribu, Cek di Sini! -  http://www.kalderanews.com/2020/08/kamu-mau-dapat-uang-baru-rp-75-ribu-cek-di-sini/Â â¦ .........",0
183,75 seems strange for banknote. Interesting!!! And everybody want to get it ASAP. The Annals of Possessions. Mengulas Dampak Guyuran Uang Baru Rp75 Ribu  http://cnn.id/537112Â ,0
187,5 Fakta Diluncurkannya Uang Baru Nominal Rp 75 Ribu dan CaraÂ Mendapatkannya  https://suratnews.id/5-fakta-diluncurkannya-uang-baru-nominal-rp-75-ribu-dan-cara-mendapatkannya/Â â¦,0
188,"senilai 75 ribu hehehe, mau uang 1000an 75 lembar juga boleh kayanya",0
195,[Hoax] Terdapat Gambar Baju Adat Tiongkok China Dalam Uang Pecahan 75 Ribu Rupiah  https://www.detax.org/issue/sAMÂ  via @DetaxId,0
196,[Hoax] Ada Budaya Syahri di Mata Uang Pecahan 75 Ribu Rupiah  https://www.detax.org/issue/sjDÂ  via @DetaxId,1
198,"bapak bapak pemerintah tolong kasih saya uang 75 ribu yang baru, buat saya review di channel yutup kantor.

kasih sample-nya jangan nanggung 1000 lembar sekalian ð",0
204,TITIP UANG BARU BOLEH,0
206,"gw anak mandiri tp gada kek gituan,    pas daftar aja ada keterangan uang pangkal per prodi dan itu beda beda setiap prodi,  bayarnya pun kalo udah fix ketrima baru bayar uang pangkal itu +  ukt yg udah ditentuin :)",1
211,[HOAKS] Uang Baru Pecahan Rp75 Ribu Tidak Dapat Dibelanjakan  http:///content/detail/28751/hoaks-uang-baru-pecahan-rp75-ribu-tidak-dapat-dibelanjakan/0/laporan_isu_hoaks,0
213,"Beberapa waktu lalu saat isu bakal ada perilisan uang baru sempet ngobrol2 sama temen yang intinya pasti ada aja yang bakal jual dan beli uang 75k-an ini di atas nilai aslinya.
And.. voila!
Supply & demand law is begin.
Agak lucu sih konsep ""beli"" uang ini ð  pic.twitter.com/R4GzlmAhr6",0
216,"uns kmrn baru pengumuman kan nah pas daftar tuh u masukin uang pangkal, mau bayar brp. nah yg diterima tuh yg gede2 uang pangkalnya salah satunya 1,2M itu. temen gue cm masuk 5jt kagak masuk anjir wkwkwk",0
