id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1211688171957669888,1211688171957669888,1577723946000,2019-12-30,23:39:06,SE Asia Standard Time,1147518158237863937,lolosataki,jehezkiel lolo,,"Abis nonton habibie ainun 3, pernah lihat repiew2 katanya kurang inilah itulah,  Lha a bodo amat aja lah. Waktu nonton saya pikir gimana mau dapat yang  ""se-frekuensi dan yang terbaik"" kalau tidak membuktikan bahwa saya mjd yang terbaik.",[],[],[],1,0,0,[],[],https://twitter.com/lolosataki/status/1211688171957669888,False,,0,,,,,,,"[{'user_id': '1147518158237863937', 'username': 'lolosataki'}]",,,,
1211621129846022145,1211513898819416064,1577707962000,2019-12-30,19:12:42,SE Asia Standard Time,15713032,catlover84,Panji Widiarda,,"Nah, kalo saya lihat sih bukan ya. Di Imperfect, dari segi cerita, tokoh Reza lebih ke pendukung. Kurang lebih sama bobotnya kayak adeknya, ibunya, dan sahabatnya Rara. Trus Habibie & Ainun 3 lebih fokus ke Ainun. Malah judulnya lebih cocok Ahmad & Ainun 😅.","['senorjoey', 'gamapila', 'bicaraboxoffice']",[],[],1,0,0,[],[],https://twitter.com/catlover84/status/1211621129846022145,False,,0,,,,,,,"[{'user_id': '15713032', 'username': 'catlover84'}, {'user_id': '46883438', 'username': 'senorjoey'}, {'user_id': '509652077', 'username': 'gamapila'}, {'user_id': '907454761766494208', 'username': 'bicaraboxoffice'}]",,,,
1210826786663088129,1210826786663088129,1577518576000,2019-12-28,14:36:16,SE Asia Standard Time,1073010106692845568,iron_woman16,Lala Toretto @#⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ,,"Habibie & Ainun 3

First impression setelah nonton ini sih sedikit kecewa karna ga sesuai ekspektasi gue yg sekeren film sebelumnya. endingnya masih terasa menggantung dan kurang lengkap. Overall film mas @Hanungbramantyo selalu berada diatas standard kok

Rate dariku 7/10

(+)⬇ pic.twitter.com/DBLuUn1fTX",['hanungbramantyo'],[],['https://pbs.twimg.com/media/EM24h1pU4AI121e.jpg'],1,0,0,[],[],https://twitter.com/Iron_Woman16/status/1210826786663088129,False,,0,,,,,,,"[{'user_id': '1073010106692845568', 'username': 'Iron_Woman16'}, {'user_id': '119687255', 'username': 'Hanungbramantyo'}]",,,,
1210415325675524096,1210415325675524096,1577420476000,2019-12-27,11:21:16,SE Asia Standard Time,187429157,ptrolga,Put,,"Kata tante aku yg abis nonton Habibie Ainun 3, muka Jefri Nichol dan Maudy Ayunda terlalu kekinian, kurang baheula untuk latar film jadul. Nichol terlalu ganteng ceunah. :))",[],[],[],0,0,0,[],[],https://twitter.com/PtrOlga/status/1210415325675524096,False,,0,,,,,,,"[{'user_id': '187429157', 'username': 'PtrOlga'}]",,,,
1209831490386714624,1209831490386714624,1577281279000,2019-12-25,20:41:19,SE Asia Standard Time,505873543,iqbal_lzrd,Pepsiman,,"Mengingat Habibie-Ainun 2 ampasss banget, kejutan lho Habibie-Ainun 3 udh satu juta kurang dari seminggu. 

Efek mengenang alm. Pak Habibie dan almh. Bu Ainun tampaknya",[],[],[],0,0,0,[],[],https://twitter.com/iqbal_lzrd/status/1209831490386714624,False,,0,,,,,,,"[{'user_id': '505873543', 'username': 'iqbal_lzrd'}]",,,,
1209643463555203072,1209643463555203072,1577236450000,2019-12-25,08:14:10,SE Asia Standard Time,71707713,ryanditam,ライアンディータ,,"Mau review sedikit aja karna gak ahli dalam film. Gue abis nonton habibie&ainun 3 dan Imperfect. Dua2nya bagus, kalo habibie&ainun entah kenapa kaya ada yg kurang. Gue ngerasa agak sedikit boring saat nonton. Berbeda sama imperfect, sepanjang nonton nangisnya dapet, ketawa jg.",[],[],[],1,0,0,[],[],https://twitter.com/ryanditam/status/1209643463555203072,False,,0,,,,,,,"[{'user_id': '71707713', 'username': 'ryanditam'}]",,,,
1209632416169488386,1209632413237690368,1577233816000,2019-12-25,07:30:16,SE Asia Standard Time,213163113,sandyfuadiandry,Sandy Fuadi Andry,,"Settingnya ketika Ibu Ainun muda sebelum bertemu dan dilamar Bapak Habibie dikemudian hari. Cukup mudah dimengerti alurnya, tapi karena terlalu mudah jadi terkesan kurang film ini menuju bagian setengah film ke akhir",[],[],[],1,0,0,[],[],https://twitter.com/sandyfuadiandry/status/1209632416169488386,False,,0,,,,,,,"[{'user_id': '213163113', 'username': 'sandyfuadiandry'}]",,,,
1209422826026848256,1208967248498413573,1577183846000,2019-12-24,17:37:26,SE Asia Standard Time,66967524,odeoman,Dewa Gede Wicaksana,,"Karena itu semacam film biografi percintaan habibie dan ainun bukan sih ?  Di dunia nyata kita sudah tahu habibie dan ainun akan menikah, hidup sukses, punya anak dll. Ya selayaknya pasangan normal lah. Jalan ceritanya kita udah tau. Sensasi surprise nya kayaknya kurang.",['manktya'],[],[],0,0,0,[],[],https://twitter.com/OdeOman/status/1209422826026848256,False,,0,,,,,,,"[{'user_id': '66967524', 'username': 'OdeOman'}, {'user_id': '54865264', 'username': 'manktya'}]",,,,
1209339561026846722,1209339561026846722,1577163994000,2019-12-24,12:06:34,SE Asia Standard Time,1167789791812784128,aysalalala,🌻,,Pengen nonton habibie dan ainun tapi pada gak mau!! Terus pada spoiler filmnya kurang bagus:((,[],[],[],2,0,0,[],[],https://twitter.com/Aysalalala/status/1209339561026846722,False,,0,,,,,,,"[{'user_id': '1167789791812784128', 'username': 'Aysalalala'}]",,,,
1209137078111391745,1209137078111391745,1577115718000,2019-12-23,22:41:58,SE Asia Standard Time,124942304,ghozighozila,Fauzan Ghozi,,"Lagu Kamu dan Kenangan-nya Maudy Ayunda di Habibie Ainun 3 masih kurang greget dibanding lagu di film-film sebelumnya, Cinta Sejati-nya BCL, dan Mencari Cinta Sejati-nya Cakra Khan.

Sama halnya dengan Into the Unknown Frozen 2 yang kurang nempel di telinga dibanding Let it Go.",[],[],[],0,0,0,[],[],https://twitter.com/ghozighozila/status/1209137078111391745,False,,0,,,,,,,"[{'user_id': '124942304', 'username': 'ghozighozila'}]",,,,
1208672177161007106,1208672153366695936,1577004877000,2019-12-22,15:54:37,SE Asia Standard Time,104738527,reizarldy,Reizaldy A.,,"Untuk versi Bu Ainun yang diperankan oleh Maudy Ayunda, cukup bagus, hanya kurang di dialeknya saja, percakapan Ainun (Maudy) dengan teman temannya kurang natural & aksennya yang sangat dipaksakan, dengan orangtuanya cukup baik, dengan Rudy (Pak Habibie) dan Ahmad juga cukup baik",[],[],[],1,0,0,[],[],https://twitter.com/reizarldy/status/1208672177161007106,False,,0,,,,,,,"[{'user_id': '104738527', 'username': 'reizarldy'}]",,,,
1208238187904000000,1208238187904000000,1576901406000,2019-12-21,11:10:06,SE Asia Standard Time,421672255,sayanasa,Noesaal Fath Tsalas,,"Saya selalu nonton film Habibie Ainun, dan selalu terkesan dgn ceritanya, tapi kali ini agak kurang suka sama maudy sbg pemeran Ainun..🙏 sory...",[],[],[],0,0,0,[],[],https://twitter.com/Sayanasa/status/1208238187904000000,False,,0,,,,,,,"[{'user_id': '421672255', 'username': 'Sayanasa'}]",,,,
1208077743801262081,1208077743801262081,1576863153000,2019-12-21,00:32:33,SE Asia Standard Time,622669762,annisaoctaria,icut.,,"visual effect ke muka reza rahadian malah bikin beberapa adegan di habibie dan ainun 3 jadi kurang enak diliat, baru mau ngerasa terharu eh malah ketawa karna salah fokus 😭 tapi make up pas tua nya keren sih, totalitas banget 👌",[],[],[],0,0,0,[],[],https://twitter.com/annisaoctaria/status/1208077743801262081,False,,0,,,,,,,"[{'user_id': '622669762', 'username': 'annisaoctaria'}]",,,,
1207902536755105792,1207902536755105792,1576821381000,2019-12-20,12:56:21,SE Asia Standard Time,69053962,hafizdewanto,Hafiz Dewanto,,"Maudy ini lebi pantes jadi Ainun ketimbang BCL sih,yaa walopun subyektif krn gw emang kurang suka BCL 😅

Anw, slalu suka dg film ini krn terinspirasi Pak Habibie yg sangat cinta Indonesia dan Ainun. Selalu envy melihat kisah cinta yg beneran cinta, gak amburadul kek kisah gw :))",[],[],[],2,0,0,[],[],https://twitter.com/hafizdewanto/status/1207902536755105792,False,,0,,,,,,,"[{'user_id': '69053962', 'username': 'hafizdewanto'}]",,,,
1207664356449640448,1207663316312588288,1576764594000,2019-12-19,21:09:54,SE Asia Standard Time,42594181,aliviaawin,aliviaawin | Blogger Padang,,"Mumpung sama bonyok dan kemungkinan lo dibayarin, kenapa gak keduanya aja? WKWK

Tapi kalau harus milih salah satu gue prefer Imperfect. Idk why tapi menurut gue Habibie Ainun 3 kurang nendang",['moviemenfess'],[],[],0,0,0,[],[],https://twitter.com/aliviaawin/status/1207664356449640448,False,,0,,,,,,,"[{'user_id': '42594181', 'username': 'aliviaawin'}, {'user_id': '918269185', 'username': 'moviemenfess'}]",,,,
id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1221412714091663361,1221342233435074560,1580042458000,2020-01-26,19:40:58,SE Asia Standard Time,82361054,ameidala,mei + irma,,"Gue suka beberapa film Hanung Bramantyo, kaya Sang Pencerah, Kartini, dan yang terakhir Habibie Ainun 3. Liat aja dulu, kaya apa nanti dia Gatotkaca. Jangan diunderestimate dulu lah. Siapa tau bagus. Beyond expectation gitu. Yatapi gue kurang cocok sama Rizky Nazar aja sih. Hehhe",['watchmenid'],[],[],0,0,0,[],[],https://twitter.com/ameidala/status/1221412714091663361,False,,0,,,,,,,"[{'user_id': '82361054', 'username': 'ameidala'}, {'user_id': '950632407530577920', 'username': 'WatchmenID'}]",,,,
1213343880344567808,1213343880344567808,1578118698000,2020-01-04,13:18:18,SE Asia Standard Time,248599703,officialnobita,IG : @poppopuler,,"Film habibie ainun 3, tidak sebagus yang orang lain bicarakan. Saya lebih suka film sebelumnya. Difilm habibie ainun 3 menurut saya terlalu lama dan klimaksnya kurang.",[],[],[],0,0,0,[],[],https://twitter.com/OfficialNobita/status/1213343880344567808,False,,0,,,,,,,"[{'user_id': '248599703', 'username': 'OfficialNobita'}]",,,,
1212212234908160000,1212210787193778176,1577848893000,2020-01-01,10:21:33,SE Asia Standard Time,60235009,intanrizqia_f,dlsxks,,"Udah ntn 22 nya. Dan gue prefer imperfect. Well habibie ainun 3 juga bagus, cuma kaya kurang kuat gitu (?)",['moviemenfess'],[],[],0,0,0,[],[],https://twitter.com/intanrizqia_f/status/1212212234908160000,False,,0,,,,,,,"[{'user_id': '60235009', 'username': 'intanrizqia_f'}, {'user_id': '918269185', 'username': 'moviemenfess'}]",,,,
id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1210700573957189632,1210542267200524290,1577488485000,2019-12-28,06:14:45,SE Asia Standard Time,2415316633,finlzaj,ꜰ ɪ ɴ,,"lah jangan lupa kalo di seri hb reza emg udh jadi habibie jelaslah kalo habibie nya diganti bakal aneh dan lagi habibie bukan fokus utama, krn fokus nya ke ainun. lagian bisa2nya ya u bayangin kalo minke itu reza woi mana cocok disandingin sama annelis, cocoknya sm ibunya minke.",['moviemenfess'],[],[],0,0,0,[],[],https://twitter.com/finlzaj/status/1210700573957189632,False,,0,,,,,,,"[{'user_id': '2415316633', 'username': 'finlzaj'}, {'user_id': '918269185', 'username': 'moviemenfess'}]",,,,
1209452841443573760,1209452841443573760,1577191002000,2019-12-24,19:36:42,SE Asia Standard Time,613312641,haninadzkiya,an ambivert gurl,,"Dulu kan jarang nonton film indo di bioskop gitu jadi sekalinya nonton emg film2 bagus kyk tenggelamnya kapal van der wijck,habibie ainun 1 dan film2 box office pada eranya lah ya.skrg sejak film keluarga cemara jadi suka film dan dunia perfilman wkwk aneh emg ego.",[],[],[],1,0,0,[],[],https://twitter.com/haninadzkiya/status/1209452841443573760,False,,0,,,,,,,"[{'user_id': '613312641', 'username': 'haninadzkiya'}]",,,,
1209120813451886594,1209120792228720640,1577111840000,2019-12-23,21:37:20,SE Asia Standard Time,553972268,arieandreanatau,Arie Andreana Taufiq,,"Ada juga hal yang patut diapresiasi nya adalah, memberikan gambaran keluarga mendiang Habibie dan Ainun yang cukup mendekati dan Reza Rahadian sebagai Alm. Pak Habibie. Meskipun, agak aneh juga. Padahal pak Habibie lebih pendek dan berisi dari Reza jadi aneh haha.",[],[],[],1,0,0,[],[],https://twitter.com/arieandreanatau/status/1209120813451886594,False,,0,,,,,,,"[{'user_id': '553972268', 'username': 'arieandreanatau'}]",,,,
1208741537707970563,1208741537707970563,1577021414000,2019-12-22,20:30:14,SE Asia Standard Time,378549491,pypopoy,Poppy EDP,,"#HabibieAinun3 kisah soal ainun muda ga kalah menganggumkan sm  habibie. Alur mundur2 2x ya buat gw agak bingung sm thn  😂. Ada unsur sejarah tiap film biopik dan gw suka. Hrusnya sih habibie muda ksh ke aktor yg laen aja,agak maksa n aneh sih menurut gw reza d buat muda gitu.",[],[],[],0,0,0,['#habibieainun3'],[],https://twitter.com/Pypopoy/status/1208741537707970563,False,,0,,,,,,,"[{'user_id': '378549491', 'username': 'Pypopoy'}]",,,,
id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1211132586472247297,1211131177542635520,1577591485000,2019-12-29,10:51:25,SE Asia Standard Time,998507606715985920,fntsyck,jsmn✨,,"imperfect, dapet semuanya. komedi, romance nya adaa. kalau review orang"" sih habibie dan ainun ga seru krn inti ceritanya udah gaada, but idk that's what people told me.",['asknonym'],[],[],0,0,0,[],[],https://twitter.com/fntsyck/status/1211132586472247297,False,,0,,,,,,,"[{'user_id': '998507606715985920', 'username': 'fntsyck'}, {'user_id': '1012535996590616576', 'username': 'Asknonym'}]",,,,
id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
